StartTime: 2017-06-22 22:50:08.967
Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	q0	q1	q2	q3 
39.455	2015-01-01 00:01:10.900	0.0137	-0.1040	0.9824	0.0000	0.0000	0.0000	-6.1194	-0.8569	-179.9780	38.7900	1	-183	1	2045	2167	2032	2205	1	38961.31	-0.00021	-0.00748	0.05338	-0.99854 
39.455	2015-01-01 00:01:11.000	0.0137	-0.1040	0.9824	0.0000	0.0000	0.0000	-6.1194	-0.8569	-179.9945	38.7800	1	-181	0	2167	2020	2216	2040	100002	110.70	-0.00034	-0.00748	0.05338	-0.99854 
39.455	2015-01-01 00:01:11.100	0.0146	-0.1060	0.9849	0.0000	0.0000	0.0000	-6.1139	-0.8569	179.9561	38.8000	5	-185	1	2174	2018	2222	2042	1	38961.31	0.00073	0.00745	-0.05334	0.99854 
39.455	2015-01-01 00:01:11.200	0.0146	-0.1060	0.9814	0.0000	0.0000	0.0000	-6.1194	-0.8569	179.9286	38.7900	2	-185	3	2044	2169	2031	2197	100002	110.70	0.00101	0.00742	-0.05338	0.99854 
39.455	2015-01-01 00:01:11.300	0.0132	-0.1060	0.9829	0.0000	0.0000	0.0000	-6.1194	-0.8514	179.9066	38.8000	0	-184	0	2105	2093	2083	2173	100002	110.70	0.00116	0.00739	-0.05338	0.99854 
39.455	2015-01-01 00:01:11.400	0.0146	-0.1055	0.9819	0.0000	0.0000	0.0000	-6.1194	-0.8514	179.9451	38.8100	-3	-185	6	2134	2043	2175	2065	1	38961.31	0.00082	0.00742	-0.05338	0.99854 
39.455	2015-01-01 00:01:11.500	0.0146	-0.1055	0.9844	0.0000	0.0000	0.0000	-6.1194	-0.8514	179.9670	38.8600	0	-183	2	2145	2016	2214	2044	1	38961.31	0.00067	0.00742	-0.05338	0.99854 
39.455	2015-01-01 00:01:11.600	0.0156	-0.1050	0.9824	0.0000	0.0000	0.0000	-6.1194	-0.8514	179.9780	38.8500	0	-182	3	2045	2159	2032	2189	100002	110.70	0.00052	0.00742	-0.05338	0.99854 
39.455	2015-01-01 00:01:11.700	0.0151	-0.1055	0.9849	0.0000	0.0000	0.0000	-6.1194	-0.8514	-179.9945	38.8500	0	-182	4	2047	2164	2037	2172	1	38961.31	-0.00034	-0.00742	0.05338	-0.99854 
39.455	2015-01-01 00:01:11.800	0.0146	-0.1050	0.9819	0.0000	0.0000	0.0000	-6.1194	-0.8514	-179.9835	38.8400	0	-180	1	2176	2020	2222	2041	100002	110.70	-0.00027	-0.00742	0.05338	-0.99854 
39.455	2015-01-01 00:01:11.900	0.0146	-0.1055	0.9834	0.0000	0.0000	0.0000	-6.1194	-0.8459	-179.9945	38.8600	0	-183	2	2185	2023	2221	2040	100002	110.70	-0.00037	-0.00739	0.05338	-0.99854 
39.455	2015-01-01 00:01:12.000	0.0151	-0.1050	0.9834	0.0000	0.0000	0.0000	-6.1194	-0.8459	-179.9890	38.8800	0	-183	4	2043	2169	2039	2182	1	38961.31	-0.00031	-0.00742	0.05338	-0.99854 
39.455	2015-01-01 00:01:12.100	0.0151	-0.1060	0.9829	0.0000	0.0000	0.0000	-6.1194	-0.8514	-179.9835	38.9000	0	-183	5	2043	2174	2037	2184	1	38961.31	-0.00027	-0.00742	0.05338	-0.99854 
39.455	2015-01-01 00:01:12.200	0.0156	-0.1055	0.9819	0.0000	0.0000	0.0000	-6.1194	-0.8514	-179.9780	38.9100	0	-180	4	2044	2170	2036	2192	1	38961.31	-0.00021	-0.00742	0.05338	-0.99854 
39.455	2015-01-01 00:01:12.300	0.0151	-0.1050	0.9824	0.0000	0.0000	0.0000	-6.1194	-0.8459	-179.9835	38.9100	0	-182	0	2171	2016	2221	2042	1	38961.31	-0.00024	-0.00742	0.05338	-0.99854 
39.455	2015-01-01 00:01:12.400	0.0156	-0.1040	0.9829	0.0000	0.0000	0.0000	-6.1194	-0.8459	-179.9725	38.9300	0	-182	4	2171	2017	2221	2042	1	38961.31	-0.00018	-0.00742	0.05338	-0.99854 
39.456	2015-01-01 00:01:12.500	0.0161	-0.1035	0.9810	0.0000	0.0000	0.0000	-6.1194	-0.8459	-179.9780	38.9200	0	-183	4	2097	2081	2166	2061	1	38961.31	-0.00021	-0.00742	0.05338	-0.99854 
39.456	2015-01-01 00:01:12.600	0.0151	-0.1045	0.9844	0.0000	0.0000	0.0000	-6.1139	-0.8459	-179.9670	38.9300	0	-182	3	2044	2173	2032	2186	1	38961.31	-0.00012	-0.00742	0.05334	-0.99854 
39.456	2015-01-01 00:01:12.700	0.0137	-0.1045	0.9844	0.0000	0.0000	0.0000	-6.1139	-0.8459	-179.9615	38.9500	0	-181	5	2045	2163	2027	2206	1	38961.31	-0.00006	-0.00739	0.05334	-0.99854 
39.456	2015-01-01 00:01:12.800	0.0151	-0.1064	0.9824	0.0000	0.0000	0.0000	-6.1139	-0.8459	-179.9670	38.9600	0	-183	2	2061	2144	2044	2192	1	38961.31	-0.00009	-0.00739	0.05334	-0.99854 
39.456	2015-01-01 00:01:12.900	0.0156	-0.1060	0.9834	0.0000	0.0000	0.0000	-6.1139	-0.8459	-179.9506	38.9400	1	-185	5	2110	2107	2074	2181	1	38961.31	0.00000	-0.00742	0.05334	-0.99854 
39.456	2015-01-01 00:01:13.000	0.0132	-0.1060	0.9819	0.0000	0.0000	0.0000	-6.1194	-0.8459	-179.9451	38.9600	0	-184	3	2087	2127	2036	2209	1	38961.31	0.00003	-0.00742	0.05338	-0.99854 
39.456	2015-01-01 00:01:13.100	0.0151	-0.1060	0.9839	0.0000	0.0000	0.0000	-6.1194	-0.8459	-179.9506	39.0000	1	-183	3	2098	2076	2138	2095	1	38961.31	0.00000	-0.00742	0.05341	-0.99854 
39.456	2015-01-01 00:01:13.200	0.0137	-0.1064	0.9824	0.0000	0.0000	0.0000	-6.1194	-0.8514	-179.9615	38.9900	1	-182	4	2167	2018	2222	2042	1	38961.31	-0.00006	-0.00742	0.05341	-0.99854 
39.456	2015-01-01 00:01:13.300	0.0137	-0.1069	0.9849	0.0000	0.0000	0.0000	-6.1249	-0.8514	179.9890	38.9800	2	-182	1	2181	2020	2221	2040	1	38961.31	0.00046	0.00742	-0.05341	0.99854 
39.456	2015-01-01 00:01:13.400	0.0156	-0.1064	0.9839	0.0000	0.0000	0.0000	-6.1194	-0.8514	-179.9945	39.0100	0	-184	4	2042	2175	2041	2185	1	38961.31	-0.00037	-0.00742	0.05338	-0.99854 
39.456	2015-01-01 00:01:13.500	0.0142	-0.1040	0.9854	0.0000	0.0000	0.0000	-6.1194	-0.8514	179.9890	39.0300	2	-181	4	2044	2173	2037	2190	1	38961.31	0.00046	0.00742	-0.05341	0.99854 
39.456	2015-01-01 00:01:13.600	0.0146	-0.1045	0.9839	0.0000	0.0000	0.0000	-6.1194	-0.8514	179.9506	39.0200	5	-182	3	2043	2174	2041	2191	1	38961.31	0.00079	0.00739	-0.05338	0.99854 
39.456	2015-01-01 00:01:13.700	0.0156	-0.1064	0.9849	0.0000	0.0000	0.0000	-6.1139	-0.8514	179.9066	39.0400	3	-183	0	2043	2168	2034	2201	100002	110.70	0.00116	0.00735	-0.05334	0.99854 
39.456	2015-01-01 00:01:13.800	0.0151	-0.1055	0.9824	0.0000	0.0000	0.0000	-6.1139	-0.8514	179.8737	39.0400	3	-181	1	2046	2165	2038	2191	100002	110.70	0.00143	0.00735	-0.05338	0.99854 
39.456	2015-01-01 00:01:13.900	0.0156	-0.1060	0.9824	0.0000	0.0000	0.0000	-6.1194	-0.8514	179.8517	39.0700	2	-181	4	2043	2170	2048	2159	1	38961.31	0.00168	0.00735	-0.05338	0.99854 
39.456	2015-01-01 00:01:14.000	0.0156	-0.1055	0.9829	0.0000	0.0000	0.0000	-6.1194	-0.8514	179.8572	39.0700	0	-184	5	2093	2087	2159	2085	1	38961.31	0.00162	0.00735	-0.05338	0.99854 
39.456	2015-01-01 00:01:14.100	0.0137	-0.1055	0.9854	0.0000	0.0000	0.0000	-6.1194	-0.8514	179.8627	39.0600	0	-183	5	2043	2169	2034	2192	1	38961.31	0.00156	0.00735	-0.05338	0.99854 
39.456	2015-01-01 00:01:14.200	0.0161	-0.1060	0.9819	0.0000	0.0000	0.0000	-6.1139	-0.8514	179.8572	39.0800	2	-184	0	2174	2017	2222	2043	100002	110.70	0.00159	0.00735	-0.05338	0.99854 
39.456	2015-01-01 00:01:14.300	0.0142	-0.1055	0.9819	0.0000	0.0000	0.0000	-6.1139	-0.8459	179.8627	39.0900	0	-184	1	2136	2049	2171	2078	100002	110.70	0.00156	0.00732	-0.05338	0.99854 
39.456	2015-01-01 00:01:14.400	0.0146	-0.1040	0.9829	0.0000	0.0000	0.0000	-6.1139	-0.8459	179.8737	39.0900	0	-179	0	2120	2050	2171	2058	100002	110.70	0.00146	0.00732	-0.05334	0.99854 
39.456	2015-01-01 00:01:14.500	0.0137	-0.1050	0.9814	0.0000	0.0000	0.0000	-6.1139	-0.8459	179.8737	39.1100	0	-182	3	2156	2049	2141	2140	100002	110.70	0.00146	0.00732	-0.05334	0.99854 
39.456	2015-01-01 00:01:14.600	0.0142	-0.1045	0.9858	0.0000	0.0000	0.0000	-6.1084	-0.8405	179.8407	39.1200	4	-183	2	2157	2029	2200	2052	1	38961.31	0.00174	0.00726	-0.05331	0.99854 
39.456	2015-01-01 00:01:14.700	0.0156	-0.1040	0.9829	0.0000	0.0000	0.0000	-6.1084	-0.8459	179.8022	39.1400	1	-178	3	2074	2117	2094	2135	1	38961.31	0.00208	0.00726	-0.05331	0.99854 
39.456	2015-01-01 00:01:14.800	0.0156	-0.1040	0.9854	0.0000	0.0000	0.0000	-6.1084	-0.8405	179.7858	39.1100	2	-181	0	2044	2171	2039	2188	1	38961.31	0.00223	0.00726	-0.05328	0.99854 
39.457	2015-01-01 00:01:14.900	0.0146	-0.1030	0.9849	0.0000	0.0000	0.0000	-6.1084	-0.8459	179.7858	39.1400	2	-185	6	2041	2178	2041	2179	1	38961.31	0.00220	0.00726	-0.05328	0.99854 
39.457	2015-01-01 00:01:15.000	0.0151	-0.1060	0.9819	0.0000	0.0000	0.0000	-6.1084	-0.8459	179.7528	39.1500	4	-183	4	2045	2172	2046	2169	1	38961.31	0.00250	0.00726	-0.05328	0.99854 
39.457	2015-01-01 00:01:15.100	0.0151	-0.1045	0.9824	0.0000	0.0000	0.0000	-6.1084	-0.8459	179.7748	39.1600	-1	-183	2	2083	2152	2059	2192	1	38961.31	0.00232	0.00726	-0.05328	0.99854 
39.457	2015-01-01 00:01:15.200	0.0132	-0.1069	0.9834	0.0000	0.0000	0.0000	-6.1084	-0.8459	179.8407	39.1500	-2	-181	3	2043	2174	2037	2197	1	38961.31	0.00177	0.00732	-0.05328	0.99854 
39.457	2015-01-01 00:01:15.300	0.0146	-0.1050	0.9810	0.0000	0.0000	0.0000	-6.1084	-0.8459	179.8846	39.1600	-1	-183	1	2045	2170	2039	2191	100002	110.70	0.00134	0.00732	-0.05328	0.99854 
39.457	2015-01-01 00:01:15.400	0.0142	-0.1055	0.9834	0.0000	0.0000	0.0000	-6.1084	-0.8459	179.8956	39.1700	0	-185	6	2044	2169	2034	2195	1	38961.31	0.00125	0.00732	-0.05328	0.99854 
39.457	2015-01-01 00:01:15.500	0.0137	-0.1050	0.9805	0.0000	0.0000	0.0000	-6.1084	-0.8459	179.9176	39.1600	0	-186	1	2173	2017	2221	2042	100002	110.70	0.00107	0.00732	-0.05328	0.99854 
39.457	2015-01-01 00:01:15.600	0.0156	-0.1064	0.9814	0.0000	0.0000	0.0000	-6.1084	-0.8459	179.9451	39.1700	0	-181	1	2045	2170	2037	2188	1	38961.31	0.00085	0.00735	-0.05328	0.99854 
39.457	2015-01-01 00:01:15.700	0.0146	-0.1050	0.9844	0.0000	0.0000	0.0000	-6.1084	-0.8459	179.9506	39.1800	-2	-180	2	2044	2170	2035	2197	1	38961.31	0.00079	0.00732	-0.05328	0.99854 
39.457	2015-01-01 00:01:15.800	0.0142	-0.1045	0.9824	0.0000	0.0000	0.0000	-6.1084	-0.8405	179.9670	39.2000	1	-180	3	2045	2161	2034	2196	1	38961.31	0.00064	0.00735	-0.05328	0.99854 
39.457	2015-01-01 00:01:15.900	0.0166	-0.1050	0.9839	0.0000	0.0000	0.0000	-6.1029	-0.8459	179.9615	39.1900	3	-181	1	2105	2075	2172	2054	100002	110.70	0.00067	0.00735	-0.05325	0.99854 
39.457	2015-01-01 00:01:16.000	0.0161	-0.1060	0.9829	0.0000	0.0000	0.0000	-6.1029	-0.8459	179.9231	39.2000	2	-184	2	2048	2155	2031	2190	1	38961.31	0.00104	0.00732	-0.05325	0.99854 
39.457	2015-01-01 00:01:16.100	0.0137	-0.1030	0.9824	0.0000	0.0000	0.0000	-6.1029	-0.8459	179.8846	39.2100	4	-183	2	2165	2015	2222	2043	1	38961.31	0.00134	0.00732	-0.05325	0.99854 
39.457	2015-01-01 00:01:16.200	0.0156	-0.1040	0.9829	0.0000	0.0000	0.0000	-6.0974	-0.8459	179.8737	39.2100	0	-183	1	2174	2018	2221	2042	100002	110.70	0.00143	0.00732	-0.05322	0.99854 
39.457	2015-01-01 00:01:16.300	0.0142	-0.1060	0.9844	0.0000	0.0000	0.0000	-6.1029	-0.8459	179.8956	39.2200	0	-181	2	2046	2170	2042	2187	100002	110.70	0.00128	0.00732	-0.05322	0.99854 
39.457	2015-01-01 00:01:16.400	0.0151	-0.1045	0.9829	0.0000	0.0000	0.0000	-6.1029	-0.8459	179.8901	39.2400	1	-181	0	2041	2178	2039	2195	1	38961.31	0.00134	0.00732	-0.05325	0.99854 
39.457	2015-01-01 00:01:16.500	0.0146	-0.1060	0.9819	0.0000	0.0000	0.0000	-6.1029	-0.8459	179.8627	39.2600	2	-181	1	2186	2023	2221	2041	1	38961.31	0.00156	0.00732	-0.05325	0.99854 
39.457	2015-01-01 00:01:16.600	0.0146	-0.1055	0.9824	0.0000	0.0000	0.0000	-6.1029	-0.8459	179.8407	39.2400	0	-182	1	2042	2177	2033	2200	100002	110.70	0.00174	0.00729	-0.05325	0.99854 
39.457	2015-01-01 00:01:16.700	0.0156	-0.1055	0.9829	0.0000	0.0000	0.0000	-6.1029	-0.8459	179.8517	39.2500	4	-181	0	2043	2175	2040	2187	100002	110.70	0.00165	0.00729	-0.05325	0.99854 
39.457	2015-01-01 00:01:16.800	0.0151	-0.1055	0.9814	0.0000	0.0000	0.0000	-6.1029	-0.8459	179.8297	39.2400	1	-183	5	2041	2172	2026	2214	1	38961.31	0.00186	0.00729	-0.05325	0.99854 
39.457	2015-01-01 00:01:16.900	0.0142	-0.1055	0.9824	0.0000	0.0000	0.0000	-6.1029	-0.8405	179.8187	39.2500	2	-185	3	2108	2076	2169	2056	1	38961.31	0.00195	0.00726	-0.05325	0.99854 
39.457	2015-01-01 00:01:17.000	0.0151	-0.1055	0.9844	0.0000	0.0000	0.0000	-6.1029	-0.8459	179.8462	39.2800	-1	-181	2	2045	2168	2036	2188	1	38961.31	0.00168	0.00729	-0.05325	0.99854 
39.457	2015-01-01 00:01:17.100	0.0137	-0.1035	0.9829	0.0000	0.0000	0.0000	-6.1029	-0.8459	179.8572	39.2700	0	-182	2	2046	2168	2037	2188	1	38961.31	0.00162	0.00729	-0.05322	0.99854 
39.457	2015-01-01 00:01:17.200	0.0151	-0.1050	0.9829	0.0000	0.0000	0.0000	-6.1029	-0.8459	179.8627	39.3000	1	-185	3	2042	2171	2035	2196	1	38961.31	0.00156	0.00729	-0.05322	0.99854 
39.457	2015-01-01 00:01:17.300	0.0146	-0.1040	0.9844	0.0000	0.0000	0.0000	-6.0974	-0.8459	179.8407	39.3000	1	-182	0	2066	2117	2122	2097	100002	110.70	0.00174	0.00729	-0.05322	0.99854 
39.458	2015-01-01 00:01:17.400	0.0151	-0.1045	0.9814	0.0000	0.0000	0.0000	-6.0974	-0.8405	179.8572	39.3100	-2	-184	3	2047	2162	2039	2190	1	38961.31	0.00159	0.00729	-0.05319	0.99854 
39.458	2015-01-01 00:01:17.500	0.0137	-0.1055	0.9834	0.0000	0.0000	0.0000	-6.0974	-0.8459	179.8846	39.3300	0	-183	3	2169	2018	2219	2043	1	38961.31	0.00137	0.00729	-0.05319	0.99854 
39.458	2015-01-01 00:01:17.600	0.0151	-0.1040	0.9854	0.0000	0.0000	0.0000	-6.0974	-0.8459	179.8956	39.3400	0	-182	5	2078	2105	2127	2089	1	38961.31	0.00125	0.00732	-0.05319	0.99854 
39.458	2015-01-01 00:01:17.700	0.0142	-0.1055	0.9819	0.0000	0.0000	0.0000	-6.0919	-0.8459	179.9121	39.3300	0	-181	3	2170	2019	2213	2042	1	38961.31	0.00113	0.00732	-0.05316	0.99854 
39.458	2015-01-01 00:01:17.800	0.0142	-0.1045	0.9863	0.0000	0.0000	0.0000	-6.0919	-0.8459	179.8956	39.3400	1	-183	3	2041	2176	2025	2214	1	38961.31	0.00125	0.00732	-0.05316	0.99854 
39.458	2015-01-01 00:01:17.900	0.0132	-0.1060	0.9844	0.0000	0.0000	0.0000	-6.0974	-0.8405	179.8627	39.3700	3	-183	0	2052	2166	2079	2129	100002	110.70	0.00156	0.00729	-0.05319	0.99854 
39.458	2015-01-01 00:01:18.000	0.0142	-0.1040	0.9844	0.0000	0.0000	0.0000	-6.0974	-0.8405	179.8517	39.3700	1	-182	2	2043	2176	2041	2186	100002	110.70	0.00165	0.00729	-0.05319	0.99854 
39.458	2015-01-01 00:01:18.100	0.0146	-0.1055	0.9829	0.0000	0.0000	0.0000	-6.0974	-0.8459	179.8517	39.4000	0	-182	0	2043	2175	2039	2181	100002	110.70	0.00165	0.00729	-0.05319	0.99854 
39.458	2015-01-01 00:01:18.200	0.0146	-0.1045	0.9854	0.0000	0.0000	0.0000	-6.0919	-0.8405	179.8682	39.3900	-2	-180	1	2042	2174	2039	2182	1	38961.31	0.00150	0.00729	-0.05316	0.99854 
39.458	2015-01-01 00:01:18.300	0.0151	-0.1055	0.9819	0.0000	0.0000	0.0000	-6.0919	-0.8405	179.8792	39.4200	1	-183	1	2042	2172	2032	2203	100002	110.70	0.00137	0.00729	-0.05316	0.99854 
39.458	2015-01-01 00:01:18.400	0.0142	-0.1060	0.9829	0.0000	0.0000	0.0000	-6.0974	-0.8459	179.8462	39.4100	3	-180	0	2047	2167	2039	2191	1	38961.31	0.00168	0.00729	-0.05319	0.99854 
39.458	2015-01-01 00:01:18.500	0.0137	-0.1035	0.9854	0.0000	0.0000	0.0000	-6.0919	-0.8405	179.8407	39.4200	1	-179	0	2044	2170	2037	2189	100002	110.70	0.00174	0.00726	-0.05316	0.99854 
39.458	2015-01-01 00:01:18.600	0.0142	-0.1055	0.9805	0.0000	0.0000	0.0000	-6.0919	-0.8405	179.8077	39.4200	2	-182	3	2045	2167	2036	2192	1	38961.31	0.00204	0.00723	-0.05316	0.99854 
39.458	2015-01-01 00:01:18.700	0.0142	-0.1069	0.9805	0.0000	0.0000	0.0000	-6.0919	-0.8405	179.8132	39.4300	-1	-185	4	2044	2170	2034	2197	1	38961.31	0.00198	0.00723	-0.05316	0.99854 
39.458	2015-01-01 00:01:18.800	0.0137	-0.1060	0.9849	0.0000	0.0000	0.0000	-6.0919	-0.8350	179.8187	39.4200	0	-181	2	2044	2168	2029	2201	1	38961.31	0.00195	0.00720	-0.05316	0.99854 
39.458	2015-01-01 00:01:18.900	0.0146	-0.1045	0.9849	0.0000	0.0000	0.0000	-6.0919	-0.8350	179.8297	39.4600	0	-182	1	2047	2162	2037	2192	1	38961.31	0.00186	0.00723	-0.05316	0.99854 
39.458	2015-01-01 00:01:19.000	0.0142	-0.1040	0.9849	0.0000	0.0000	0.0000	-6.0919	-0.8405	179.8352	39.4700	1	-183	2	2174	2016	2221	2043	100002	110.70	0.00177	0.00723	-0.05316	0.99854 
39.458	2015-01-01 00:01:19.100	0.0146	-0.1055	0.9834	0.0000	0.0000	0.0000	-6.0919	-0.8350	179.8352	39.4500	1	-183	2	2170	2016	2222	2044	1	38961.31	0.00177	0.00723	-0.05316	0.99854 
39.458	2015-01-01 00:01:19.200	0.0151	-0.1055	0.9829	0.0000	0.0000	0.0000	-6.0919	-0.8350	179.8187	39.4600	0	-183	0	2046	2160	2037	2186	100002	110.70	0.00192	0.00720	-0.05316	0.99854 
39.458	2015-01-01 00:01:19.300	0.0137	-0.1050	0.9829	0.0000	0.0000	0.0000	-6.0919	-0.8350	179.8352	39.4600	0	-183	2	2043	2172	2030	2196	1	38961.31	0.00177	0.00723	-0.05316	0.99854 
39.458	2015-01-01 00:01:19.400	0.0137	-0.1055	0.9839	0.0000	0.0000	0.0000	-6.0919	-0.8350	179.8517	39.4800	0	-180	0	2056	2167	2053	2178	1	38961.31	0.00165	0.00720	-0.05316	0.99854 
39.458	2015-01-01 00:01:19.500	0.0137	-0.1064	0.9829	0.0000	0.0000	0.0000	-6.0919	-0.8350	179.8627	39.4800	0	-181	4	2116	2121	2077	2181	100002	110.70	0.00156	0.00723	-0.05316	0.99854 
39.459	2015-01-01 00:01:19.600	0.0151	-0.1050	0.9839	0.0000	0.0000	0.0000	-6.0919	-0.8350	179.8956	39.4700	1	-180	2	2045	2173	2042	2187	100002	110.70	0.00125	0.00723	-0.05316	0.99854 
39.459	2015-01-01 00:01:19.700	0.0137	-0.1045	0.9829	0.0000	0.0000	0.0000	-6.0919	-0.8350	179.9011	39.4800	1	-183	3	2042	2174	2041	2181	1	38961.31	0.00122	0.00723	-0.05316	0.99854 
39.459	2015-01-01 00:01:19.800	0.0132	-0.1045	0.9819	0.0000	0.0000	0.0000	-6.0919	-0.8295	179.8956	39.4800	2	-183	0	2042	2173	2036	2200	1	38961.31	0.00128	0.00720	-0.05316	0.99854 
39.459	2015-01-01 00:01:19.900	0.0132	-0.1055	0.9819	0.0000	0.0000	0.0000	-6.0919	-0.8295	179.8682	39.4900	2	-184	3	2047	2166	2039	2187	1	38961.31	0.00150	0.00717	-0.05316	0.99854 
39.459	2015-01-01 00:01:20.000	0.0127	-0.1045	0.9834	0.0000	0.0000	0.0000	-6.0919	-0.8295	179.8792	39.4900	0	-183	1	2174	2018	2219	2041	100002	110.70	0.00140	0.00717	-0.05316	0.99854 
39.459	2015-01-01 00:01:20.100	0.0127	-0.1064	0.9819	0.0000	0.0000	0.0000	-6.0974	-0.8295	179.8792	39.5000	0	-182	2	2177	2019	2220	2041	100002	110.70	0.00137	0.00717	-0.05319	0.99854 
39.459	2015-01-01 00:01:20.200	0.0146	-0.1055	0.9834	0.0000	0.0000	0.0000	-6.0974	-0.8295	179.8517	39.5000	2	-184	5	2041	2171	2035	2191	1	38961.31	0.00162	0.00717	-0.05319	0.99854 
39.459	2015-01-01 00:01:20.300	0.0132	-0.1064	0.9834	0.0000	0.0000	0.0000	-6.0974	-0.8295	179.8132	39.5400	4	-185	3	2042	2171	2033	2194	1	38961.31	0.00195	0.00714	-0.05322	0.99854 
39.459	2015-01-01 00:01:20.400	0.0151	-0.1045	0.9834	0.0000	0.0000	0.0000	-6.0974	-0.8295	179.8022	39.5400	0	-185	2	2046	2166	2038	2187	100002	110.70	0.00204	0.00717	-0.05322	0.99854 
39.459	2015-01-01 00:01:20.500	0.0142	-0.1055	0.9795	0.0000	0.0000	0.0000	-6.0974	-0.8295	179.7858	39.5200	3	-184	2	2046	2165	2061	2151	1	38961.31	0.00220	0.00714	-0.05322	0.99854 
39.459	2015-01-01 00:01:20.600	0.0142	-0.1050	0.9819	0.0000	0.0000	0.0000	-6.0974	-0.8295	179.7473	39.5300	1	-184	6	2045	2162	2052	2174	1	38961.31	0.00253	0.00714	-0.05322	0.99854 
39.459	2015-01-01 00:01:20.700	0.0142	-0.1060	0.9839	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.7583	39.5300	0	-184	2	2157	2042	2169	2104	100002	110.70	0.00244	0.00714	-0.05325	0.99854 
39.459	2015-01-01 00:01:20.800	0.0127	-0.1060	0.9785	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.7583	39.5300	0	-180	0	2179	2021	2222	2042	100002	110.70	0.00244	0.00714	-0.05325	0.99854 
39.459	2015-01-01 00:01:20.900	0.0151	-0.1060	0.9849	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.7858	39.5400	-2	-182	3	2170	2052	2153	2118	1	38961.31	0.00220	0.00714	-0.05325	0.99854 
39.459	2015-01-01 00:01:21.000	0.0142	-0.1055	0.9800	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.8132	39.5400	0	-182	2	2041	2179	2041	2187	100002	110.70	0.00198	0.00717	-0.05325	0.99854 
39.459	2015-01-01 00:01:21.100	0.0142	-0.1050	0.9839	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.8297	39.5500	1	-183	2	2043	2174	2035	2190	1	38961.31	0.00183	0.00717	-0.05325	0.99854 
39.459	2015-01-01 00:01:21.200	0.0132	-0.1055	0.9814	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.8187	39.5600	2	-183	0	2042	2177	2040	2189	1	38961.31	0.00192	0.00714	-0.05328	0.99854 
39.459	2015-01-01 00:01:21.300	0.0132	-0.1055	0.9814	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.8407	39.5900	-1	-181	2	2041	2176	2034	2195	100002	110.70	0.00171	0.00714	-0.05325	0.99854 
39.459	2015-01-01 00:01:21.400	0.0151	-0.1050	0.9814	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.8572	39.5700	0	-184	2	2041	2172	2029	2208	1	38961.31	0.00159	0.00717	-0.05325	0.99854 
39.459	2015-01-01 00:01:21.500	0.0146	-0.1050	0.9834	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.8846	39.6000	-1	-184	5	2155	2068	2134	2130	1	38961.31	0.00134	0.00717	-0.05325	0.99854 
39.459	2015-01-01 00:01:21.600	0.0142	-0.1050	0.9839	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.9066	39.6000	0	-183	0	2043	2170	2035	2196	100002	110.70	0.00116	0.00717	-0.05325	0.99854 
39.459	2015-01-01 00:01:21.700	0.0137	-0.1035	0.9819	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.8901	39.6000	1	-184	3	2041	2175	2030	2200	1	38961.31	0.00131	0.00717	-0.05322	0.99854 
39.459	2015-01-01 00:01:21.800	0.0146	-0.1069	0.9829	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.9066	39.5900	1	-185	1	2044	2173	2037	2187	1	38961.31	0.00116	0.00717	-0.05322	0.99854 
39.459	2015-01-01 00:01:21.900	0.0146	-0.1060	0.9849	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.8956	39.6100	1	-182	4	2046	2166	2033	2202	1	38961.31	0.00125	0.00720	-0.05325	0.99854 
39.459	2015-01-01 00:01:22.000	0.0146	-0.1050	0.9819	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.9066	39.5800	1	-184	3	2046	2167	2039	2191	1	38961.31	0.00116	0.00720	-0.05325	0.99854 
39.460	2015-01-01 00:01:22.100	0.0151	-0.1060	0.9819	0.0000	0.0000	0.0000	-6.1029	-0.8295	179.8956	39.6200	2	-182	1	2045	2165	2028	2205	100002	110.70	0.00125	0.00720	-0.05325	0.99854 
39.460	2015-01-01 00:01:22.200	0.0151	-0.1064	0.9844	0.0000	0.0000	0.0000	-6.1084	-0.8295	179.9066	39.6300	0	-183	2	2044	2167	2027	2209	1	38961.31	0.00116	0.00720	-0.05328	0.99854 
